id,gender,age_group,goc
17529,Men,Older,Mid
17530,Men,Young,Low
17531,Women,Middle,Mid
17532,Women,Middle,High
17533,Men,Young,High
17534,Men,Older,Mid
17535,Men,Young,Mid
17536,Men,Older,Low
17537,Men,Older,Low
17538,Men,Older,Mid
17539,Men,Young,Mid
17540,Men,Older,High
17541,Men,Older,High
17542,Men,Older,Low
17543,Men,Older,High
17544,Men,Young,High
17545,Men,Older,Mid
17546,Men,Older,High
17547,Men,Older,Mid
17548,Men,Young,Low
17549,Men,Young,High
17550,Women,Middle,High
17551,Men,Older,High
17552,Women,Middle,Low
17553,Women,Middle,High
17554,Men,Older,Mid
17555,Men,Young,Mid
17556,Men,Older,Low
17557,Women,Middle,High
17558,Men,Older,Mid
17559,Men,Older,Mid
17560,Women,Middle,High
17561,Men,Middle,High
17562,Men,Young,High
17563,Men,Older,Mid
17564,Men,Middle,Low
17565,Women,Middle,Mid
17566,Men,Young,Low
17567,Men,Older,Mid
17568,Men,Older,Low
17569,Men,Young,Low
17570,Men,Young,Low
17571,Men,Older,Low
17572,Men,Older,Low
17573,Women,Middle,Low
17574,Men,Young,High
17575,Men,Middle,High
17576,Men,Young,Low
17577,Men,Older,Low
17578,Men,Older,Mid
17579,Men,Young,Low
17580,Women,Middle,Mid
17581,Men,Older,Low
17582,Men,Young,Low
17583,Women,Middle,Low
17584,Women,Middle,Low
17585,Men,Middle,Low
17586,Men,Middle,Mid
17587,Men,Young,Low
17588,Men,Middle,Mid
17589,Men,Older,Low
17590,Men,Older,Low
17591,Men,Young,Low
17592,Men,Middle,Mid
17593,Men,Older,Mid
17594,Men,Older,Mid
17595,Men,Middle,High
17596,Men,Older,High
17597,Men,Middle,Mid
17598,Women,Middle,Low
17599,Men,Middle,Low
17600,Women,Middle,Mid
17601,Women,Middle,Low
17602,Men,Older,Mid
17603,Women,Middle,Low
17604,Women,Middle,Low
17605,Men,Middle,High
17606,Women,Middle,Mid
17607,Men,Older,Mid
17608,Men,Older,Low
17609,Men,Middle,Low
17610,Men,Older,High
17611,Men,Older,Mid
17612,Men,Middle,Low
17613,Men,Young,Mid
17614,Men,Older,Low
17615,Men,Older,Low
17616,Men,Older,Mid
17617,Men,Older,Mid
17618,Men,Older,Mid
17619,Women,Middle,Low
17620,Men,Young,Low
17621,Men,Older,Mid
17622,Men,Young,Mid
17623,Men,Older,Mid
17624,Men,Middle,Low
17625,Men,Older,Mid
17626,Men,Older,High
17627,Men,Older,Mid
17628,Men,Older,High
17629,Men,Middle,Mid
17630,Men,Older,Low
17631,Men,Middle,Mid
17632,Men,Young,High
17633,Men,Young,Low
17634,Men,Young,Low
17635,Men,Older,Low
17636,Men,Older,Mid
17637,Men,Older,Low
17638,Men,Older,Mid
17639,Men,Young,High
17640,Men,Middle,Mid
17641,Women,Middle,Mid
17642,Men,Young,Mid
17643,Men,Older,Low
17644,Men,Older,High
17645,Men,Older,High
17646,Men,Older,Mid
17647,Men,Older,Low
17648,Women,Middle,Low
17649,Men,Older,High
17650,Men,Older,High
17651,Men,Young,Low
17652,Men,Older,Mid
17653,Men,Older,Low
17654,Men,Young,Low
17655,Men,Older,Mid
17656,Men,Young,Low
17657,Men,Older,Mid
17658,Men,Middle,Low
17659,Women,Middle,Low
17660,Men,Middle,Mid
17661,Men,Young,Low
17662,Men,Middle,Low
17663,Men,Older,Low
17664,Men,Older,Mid
17665,Men,Young,High
17666,Men,Middle,Mid
17667,Men,Young,High
17668,Men,Older,Mid
17669,Men,Older,Low
17670,Men,Middle,Mid
17671,Men,Older,Mid
17672,Men,Older,Mid
17673,Men,Middle,Low
17674,Men,Older,Mid
17675,Men,Older,High
17676,Men,Older,Low
17677,Men,Older,High
17678,Men,Older,Low
17679,Men,Older,Mid
17680,Women,Middle,Mid
17681,Men,Middle,High
17682,Women,Middle,Low
17683,Men,Young,High
17684,Women,Middle,Mid
17685,Men,Young,Mid
17686,Men,Older,Mid
17687,Men,Older,Low
17688,Men,Young,Low
17689,Women,Middle,Mid
17690,Men,Older,Mid
17691,Women,Middle,Mid
17692,Men,Middle,Low
17693,Men,Young,Mid
17694,Women,Middle,Mid
17695,Men,Older,High
17696,Women,Middle,Mid
17697,Men,Older,High
17698,Men,Middle,Low
17699,Men,Young,High
17700,Women,Middle,Low
17701,Men,Middle,Low
17702,Men,Older,Mid
17703,Men,Older,Low
17704,Men,Young,Low
17705,Men,Young,Mid
17706,Men,Middle,Mid
17707,Men,Young,Mid
17708,Women,Middle,Low
17709,Men,Young,Mid
17710,Men,Older,Low
17711,Men,Young,Mid
17712,Women,Middle,Mid
17713,Men,Middle,High
17714,Men,Young,High
17715,Women,Middle,High
17716,Men,Older,Low
17717,Men,Middle,Mid
17718,Men,Young,Mid
17719,Men,Young,Low
17720,Men,Older,Mid
17721,Men,Older,Low
17722,Men,Young,Low
17723,Women,Middle,Mid
17724,Men,Young,High
17725,Men,Older,Low
17726,Men,Middle,Mid
17727,Women,Middle,Mid
17728,Men,Middle,Mid
17729,Men,Young,Low
17730,Men,Young,Low
17731,Women,Middle,Low
17732,Men,Older,Low
17733,Men,Middle,Low
17734,Women,Middle,Mid
17735,Men,Older,Low
17736,Women,Middle,Low
17737,Men,Middle,Mid
17738,Men,Older,Mid
17739,Women,Middle,Low
17740,Men,Middle,Low
17741,Men,Young,Low
17742,Men,Middle,High
17743,Women,Middle,Mid
17744,Men,Middle,Mid
17745,Men,Older,Mid
17746,Men,Young,Mid
17747,Men,Older,Mid
17748,Men,Older,Mid
17749,Men,Young,Low
17750,Men,Older,Low
17751,Men,Older,Mid
17752,Men,Older,High
17753,Men,Middle,Low
17754,Men,Older,Low
17755,Men,Young,Low
17756,Men,Older,High
17757,Men,Young,Low
17758,Men,Middle,High
17759,Men,Middle,Low
17760,Men,Young,Mid
17761,Men,Older,Low
17762,Men,Older,Mid
17763,Men,Young,Low
17764,Women,Middle,Low
17765,Men,Older,Mid
17766,Men,Young,Low
17767,Men,Older,Low
17768,Men,Older,High
17769,Men,Young,High
17770,Men,Older,Mid
17771,Women,Middle,High
17772,Women,Middle,High
17773,Men,Young,High
17774,Men,Middle,Mid
17775,Women,Middle,Low
17776,Men,Middle,Mid
17777,Men,Older,Low
17778,Men,Middle,Low
17779,Men,Older,Mid
17780,Men,Older,Mid
17781,Men,Young,Mid
17782,Women,Middle,Mid
17783,Women,Middle,High
17784,Men,Young,High
17785,Men,Older,Mid
17786,Women,Middle,Mid
17787,Men,Older,Mid
17788,Women,Middle,Low
17789,Men,Young,Low
17790,Men,Middle,Low
17791,Men,Middle,Low
17792,Women,Middle,Low
17793,Women,Middle,High
17794,Men,Older,Mid
17795,Men,Middle,Low
17796,Men,Older,Mid
17797,Men,Older,Mid
17798,Men,Older,Low
17799,Men,Young,Low
17800,Men,Older,Mid
17801,Men,Older,Low
17802,Men,Young,Low
17803,Women,Middle,Low
17804,Men,Young,Low
17805,Men,Young,High
17806,Men,Middle,Low
17807,Men,Young,High
17808,Men,Older,Mid
17809,Men,Middle,Low
17810,Men,Young,Low
17811,Men,Older,High
17812,Women,Middle,Mid
17813,Men,Middle,Low
17814,Men,Young,Mid
17815,Men,Young,Mid
17816,Men,Older,High
17817,Men,Young,High
17818,Men,Young,Mid
17819,Men,Older,High
17820,Men,Middle,Low
17821,Men,Older,High
17822,Men,Older,Mid
17823,Women,Middle,High
17824,Men,Young,Low
17825,Women,Middle,Mid
17826,Men,Older,Low
17827,Women,Middle,High
17828,Men,Middle,Low
17829,Men,Young,Mid
17830,Men,Older,Mid
17831,Men,Middle,Mid
17832,Men,Young,Mid
17833,Men,Middle,Low
17834,Women,Middle,High
17835,Men,Young,Mid
17836,Women,Middle,Low
17837,Women,Middle,Mid
17838,Men,Young,Mid
17839,Men,Young,Low
17840,Men,Middle,Mid
17841,Men,Middle,Low
17842,Men,Middle,Low
17843,Men,Middle,Low
17844,Men,Middle,Mid
17845,Men,Middle,Mid
17846,Men,Older,Mid
17847,Women,Middle,High
17848,Men,Young,Low
17849,Women,Middle,Mid
17850,Men,Young,Low
17851,Men,Older,Mid
17852,Men,Young,Mid
17853,Men,Young,Low
17854,Men,Middle,Low
17855,Women,Middle,Mid
17856,Men,Older,Mid
17857,Women,Middle,Mid
17858,Women,Middle,Low
17859,Men,Middle,High
17860,Women,Middle,Low
17861,Women,Middle,Mid
17862,Men,Older,High
17863,Men,Older,Low
17864,Men,Older,High
17865,Men,Young,Low
17866,Women,Middle,High
17867,Men,Older,Low
17868,Women,Middle,Mid
17869,Men,Older,Low
17870,Women,Middle,Mid
17871,Men,Older,Mid
17872,Men,Middle,High
17873,Men,Middle,Mid
17874,Men,Older,Low
17875,Men,Older,High
17876,Men,Middle,Mid
17877,Men,Young,High
17878,Women,Middle,High
17879,Men,Middle,Low
17880,Women,Middle,Low
17881,Women,Middle,Mid
17882,Men,Young,Low
17883,Men,Older,High
17884,Men,Young,Mid
17885,Men,Older,High
17886,Men,Young,Low
17887,Men,Middle,High
17888,Men,Middle,Low
17889,Men,Young,Low
17890,Men,Older,High
17891,Women,Middle,High
17892,Women,Middle,Low
17893,Men,Young,Low
17894,Men,Middle,Low
17895,Men,Young,Low
17896,Men,Older,Mid
17897,Women,Middle,Mid
17898,Men,Older,High
17899,Men,Older,Low
17900,Men,Young,Low
17901,Men,Older,Low
17902,Men,Middle,Low
17903,Men,Older,High
17904,Men,Young,Low
17905,Men,Middle,Low
17906,Men,Middle,Mid
17907,Women,Middle,High
17908,Men,Older,Low
17909,Men,Middle,Mid
17910,Men,Older,Low
17911,Men,Middle,Mid
17912,Men,Young,Mid
17913,Men,Young,High
17914,Men,Middle,Low
17915,Men,Middle,High
17916,Men,Young,Low
17917,Men,Older,High
17918,Men,Middle,Low
17919,Men,Young,Mid
17920,Men,Middle,High
17921,Men,Older,Low
17922,Men,Young,Mid
17923,Men,Older,Mid
17924,Men,Older,Low
17925,Men,Older,Mid
17926,Men,Older,High
17927,Women,Middle,Low
17928,Men,Older,Low
17929,Men,Middle,High
17930,Men,Older,High
17931,Women,Middle,Mid
17932,Men,Young,Low
17933,Men,Young,High
17934,Men,Middle,High
17935,Men,Older,Low
17936,Women,Middle,Low
17937,Men,Older,High
17938,Men,Older,High
17939,Men,Older,High
17940,Men,Young,High
17941,Women,Middle,Mid
17942,Men,Young,Mid
17943,Men,Young,Low
17944,Men,Young,Mid
17945,Men,Middle,High
17946,Men,Older,Mid
17947,Men,Middle,Low
17948,Men,Older,Low
17949,Men,Middle,Low
17950,Men,Older,Mid
17951,Women,Middle,Mid
17952,Men,Young,Mid
17953,Women,Middle,Mid
17954,Men,Young,Low
17955,Women,Middle,Mid
17956,Men,Young,Mid
17957,Men,Young,Mid
17958,Men,Older,Mid
17959,Men,Young,Low
17960,Men,Older,High
17961,Men,Older,Mid
17962,Men,Young,Mid
17963,Women,Middle,Low
17964,Men,Young,Low
17965,Men,Young,High
17966,Women,Middle,Mid
17967,Men,Young,Low
17968,Men,Older,Low
17969,Men,Young,Low
17970,Men,Young,Mid
17971,Men,Middle,Mid
17972,Women,Middle,High
17973,Men,Young,Mid
17974,Men,Middle,Mid
17975,Men,Middle,Low
17976,Men,Young,Low
17977,Women,Middle,Mid
17978,Men,Older,High
17979,Men,Older,Low
17980,Men,Older,High
17981,Men,Young,Low
17982,Men,Older,Mid
17983,Men,Older,Low
17984,Men,Older,High
17985,Men,Young,Low
17986,Men,Young,Low
17987,Men,Young,Low
17988,Men,Young,Low
17989,Women,Middle,High
17990,Men,Older,Mid
17991,Men,Young,High
17992,Women,Middle,Mid
17993,Men,Middle,Mid
17994,Men,Young,Low
17995,Men,Middle,Low
17996,Men,Older,High
17997,Men,Older,High
17998,Men,Middle,Mid
17999,Men,Older,Low
18000,Men,Older,Mid
18001,Men,Young,Mid
18002,Men,Middle,Low
18003,Women,Middle,Low
18004,Men,Young,High
18005,Men,Young,Low
18006,Men,Older,Mid
18007,Men,Older,High
18008,Men,Middle,High
18009,Men,Young,Low
18010,Women,Middle,Mid
18011,Men,Older,High
18012,Men,Middle,Mid
18013,Men,Older,Low
18014,Women,Middle,Low
18015,Men,Young,Low
18016,Women,Middle,Low
18017,Men,Young,Low
18018,Men,Older,Mid
18019,Men,Middle,Mid
18020,Men,Middle,Mid
18021,Men,Young,Mid
18022,Women,Middle,Mid
18023,Men,Older,Mid
18024,Men,Older,Mid
18025,Men,Young,High
18026,Men,Middle,Low
18027,Men,Older,Mid
18028,Women,Middle,Low
18029,Men,Older,Mid
18030,Men,Older,Low
18031,Men,Older,Low
18032,Men,Young,Low
18033,Men,Young,Low
18034,Men,Older,High
18035,Men,Young,Low
18036,Men,Young,Mid
18037,Men,Young,Low
18038,Men,Middle,Low
18039,Men,Older,Low
18040,Men,Young,High
18041,Women,Middle,High
18042,Men,Young,Low
18043,Men,Older,Low
18044,Men,Young,Low
18045,Women,Middle,Mid
18046,Men,Older,Mid
18047,Men,Middle,Mid
18048,Men,Young,Mid
18049,Men,Young,Low
18050,Men,Older,Mid
18051,Men,Young,Low
18052,Women,Middle,Low
18053,Men,Older,High
18054,Men,Older,Mid
18055,Men,Young,High
18056,Men,Young,Low
18057,Men,Middle,Mid
18058,Men,Older,Low
18059,Men,Young,Low
18060,Men,Middle,Mid
18061,Men,Older,High
18062,Men,Older,High
18063,Men,Young,Low
18064,Men,Older,High
18065,Women,Middle,Low
18066,Men,Middle,High
18067,Men,Young,Low
18068,Men,Young,Mid
18069,Men,Older,High
18070,Men,Older,Low
18071,Men,Young,Low
18072,Women,Middle,Low
18073,Men,Young,Low
18074,Men,Young,Mid
18075,Women,Middle,Low
18076,Men,Young,Low
18077,Men,Young,Low
18078,Men,Young,High
18079,Women,Middle,Mid
18080,Men,Middle,Low
18081,Women,Middle,High
18082,Men,Young,Low
18083,Women,Middle,Mid
18084,Women,Middle,Low
18085,Men,Older,Mid
18086,Men,Young,Mid
18087,Women,Middle,Mid
18088,Men,Young,Low
18089,Men,Young,Low
18090,Men,Older,Mid
18091,Men,Young,Mid
18092,Men,Older,Low
18093,Men,Middle,High
18094,Women,Middle,Mid
18095,Men,Older,High
18096,Men,Young,Low
18097,Women,Middle,Low
18098,Women,Middle,Mid
18099,Men,Young,Low
18100,Men,Older,High
18101,Men,Older,High
18102,Men,Middle,High
18103,Men,Young,Mid
18104,Men,Middle,Low
18105,Men,Middle,Mid
18106,Women,Middle,Low
18107,Men,Older,Low
18108,Men,Middle,High
18109,Women,Middle,Mid
18110,Men,Older,Mid
18111,Men,Young,Low
18112,Women,Middle,High
18113,Women,Middle,Mid
18114,Women,Middle,Low
18115,Men,Middle,Low
18116,Men,Young,Mid
18117,Men,Middle,Mid
18118,Men,Older,Mid
18119,Men,Older,High
18120,Men,Older,High
18121,Women,Middle,Mid
18122,Men,Middle,Low
18123,Men,Middle,Mid
18124,Men,Older,Low
18125,Men,Older,High
18126,Men,Middle,Mid
18127,Men,Young,Low
18128,Men,Young,Low
18129,Men,Young,Mid
18130,Men,Young,Low
18131,Men,Middle,Low
18132,Men,Young,Low
18133,Men,Older,Mid
18134,Men,Middle,High
18135,Women,Middle,Low
18136,Men,Older,Low
18137,Men,Middle,Mid
18138,Men,Young,High
18139,Men,Middle,High
18140,Men,Older,Low
18141,Men,Young,Mid
18142,Men,Middle,Low
18143,Men,Middle,High
18144,Men,Young,Mid
18145,Men,Older,Mid
18146,Men,Older,Low
18147,Men,Young,Low
18148,Women,Middle,Low
18149,Men,Older,High
18150,Women,Middle,Mid
18151,Men,Young,Low
18152,Men,Young,Mid
18153,Men,Young,Low
18154,Men,Older,High
18155,Men,Young,Low
18156,Women,Middle,High
18157,Men,Young,Low
18158,Men,Older,Mid
18159,Men,Young,High
18160,Men,Older,Mid
18161,Women,Middle,Low
18162,Men,Young,Mid
18163,Women,Middle,Mid
18164,Men,Young,Low
18165,Men,Older,Low
18166,Women,Middle,Mid
18167,Men,Older,Mid
18168,Men,Young,Low
18169,Men,Older,High
18170,Men,Older,High
18171,Men,Young,Low
18172,Men,Older,Mid
18173,Men,Older,Low
18174,Men,Older,Low
18175,Men,Older,High
18176,Women,Middle,Low
18177,Men,Older,Mid
18178,Men,Young,Low
18179,Women,Middle,Mid
18180,Men,Older,Low
18181,Men,Older,Low
18182,Men,Older,High
18183,Men,Older,Low
18184,Men,Older,Mid
18185,Men,Middle,Low
18186,Men,Older,Mid
18187,Men,Young,Mid
18188,Men,Older,Mid
18189,Men,Young,Low
18190,Men,Older,Mid
18191,Men,Young,High
18192,Men,Middle,High
18193,Men,Young,High
18194,Men,Middle,Low
18195,Men,Older,Low
18196,Men,Young,Mid
18197,Men,Young,High
18198,Men,Older,High
18199,Men,Young,High
18200,Women,Middle,High
18201,Men,Middle,Low
18202,Men,Older,High
18203,Men,Young,Low
18204,Men,Older,Low
18205,Men,Middle,High
18206,Men,Young,High
18207,Men,Middle,High
18208,Men,Young,Low
18209,Men,Young,Low
18210,Men,Older,Low
18211,Men,Young,Low
18212,Men,Middle,Low
18213,Men,Middle,Mid
18214,Men,Older,Mid
18215,Men,Young,Mid
18216,Men,Young,Mid
18217,Women,Middle,Low
18218,Men,Young,Mid
18219,Men,Older,Low
18220,Men,Young,High
18221,Men,Middle,Low
18222,Women,Middle,Mid
18223,Men,Young,Low
18224,Men,Older,High
18225,Men,Young,Low
18226,Men,Middle,Low
18227,Men,Older,Mid
18228,Men,Young,Low
18229,Men,Young,Mid
18230,Men,Older,Mid
18231,Men,Middle,Low
18232,Men,Older,Low
18233,Women,Middle,Low
18234,Men,Middle,High
18235,Men,Middle,High
18236,Men,Middle,High
18237,Men,Middle,High
18238,Men,Older,Low
18239,Men,Middle,High
18240,Men,Older,Low
18241,Men,Young,Mid
18242,Women,Middle,Low
18243,Men,Young,Low
18244,Men,Young,Low
18245,Men,Middle,Low
18246,Women,Middle,High
18247,Men,Young,Low
18248,Men,Young,Mid
18249,Men,Young,High
18250,Men,Older,Low
18251,Men,Older,Mid
18252,Men,Older,Mid
18253,Men,Young,High
18254,Men,Middle,Mid
18255,Men,Young,Low
18256,Men,Older,High
18257,Men,Older,High
18258,Women,Middle,Low
18259,Men,Young,Low
18260,Women,Middle,Mid
18261,Women,Middle,High
18262,Men,Middle,Mid
18263,Men,Older,High
18264,Men,Older,High
18265,Men,Young,Low
18266,Men,Older,High
18267,Men,Older,Mid
18268,Women,Middle,High
18269,Men,Older,High
18270,Men,Young,High
18271,Men,Middle,Low
18272,Men,Young,High
18273,Men,Older,High
18274,Women,Middle,Low
18275,Men,Older,Mid
18276,Men,Young,Mid
18277,Men,Young,Low
18278,Men,Older,Mid
18279,Men,Older,Mid
18280,Men,Older,Low
18281,Men,Young,Low
18282,Women,Middle,Mid
18283,Men,Older,Mid
18284,Men,Young,Low
18285,Men,Older,Low
18286,Men,Young,Mid
18287,Men,Older,Low
18288,Men,Middle,Low
18289,Men,Older,High
18290,Women,Middle,Low
18291,Men,Young,High
18292,Men,Young,Low
18293,Men,Young,High
18294,Men,Young,Low
18295,Men,Older,High
18296,Men,Middle,High
18297,Women,Middle,Mid
18298,Men,Young,High
18299,Men,Young,Mid
18300,Men,Young,Mid
18301,Men,Older,Low
18302,Men,Older,Mid
18303,Men,Older,High
18304,Women,Middle,Low
18305,Men,Older,Mid
18306,Men,Young,Mid
18307,Men,Older,Low
18308,Men,Older,Mid
18309,Men,Older,High
18310,Men,Older,Mid
18311,Men,Young,Low
18312,Women,Middle,High
18313,Men,Middle,Low
18314,Men,Middle,Mid
18315,Men,Older,High
18316,Men,Young,Mid
18317,Men,Middle,Low
18318,Men,Older,Low
18319,Men,Young,High
18320,Men,Young,High
18321,Men,Older,Mid
18322,Men,Young,Low
18323,Men,Older,Low
18324,Women,Middle,Mid
18325,Men,Middle,Mid
18326,Men,Older,Low
18327,Men,Older,Mid
18328,Women,Middle,Low
18329,Men,Young,Mid
18330,Men,Young,Low
18331,Men,Middle,Low
18332,Men,Middle,Low
18333,Men,Young,High
18334,Men,Older,Mid
18335,Men,Older,Mid
18336,Men,Young,Mid
18337,Men,Middle,Low
18338,Men,Older,Low
18339,Women,Middle,Low
18340,Men,Older,Low
18341,Men,Older,Low
18342,Men,Young,Mid
18343,Men,Young,Mid
18344,Men,Older,Low
18345,Men,Young,Low
18346,Men,Young,Mid
18347,Men,Older,Mid
18348,Men,Older,Mid
18349,Men,Young,Low
18350,Men,Middle,Low
18351,Men,Older,Mid
18352,Men,Older,Low
18353,Men,Young,Low
18354,Men,Middle,Low
18355,Men,Young,High
18356,Men,Young,Low
18357,Men,Older,Mid
18358,Men,Older,Mid
18359,Men,Older,High
18360,Men,Young,Low
18361,Women,Middle,Low
18362,Women,Middle,Low
18363,Men,Young,Low
18364,Men,Older,Mid
18365,Women,Middle,Low
18366,Men,Young,Low
18367,Men,Older,High
18368,Women,Middle,Low
18369,Women,Middle,Mid
18370,Men,Middle,Low
18371,Women,Middle,Low
18372,Men,Young,Low
18373,Men,Middle,Mid
18374,Men,Older,Mid
18375,Women,Middle,Low
18376,Men,Young,Low
18377,Men,Middle,Mid
18378,Men,Middle,Low
18379,Women,Middle,Low
18380,Men,Young,Low
18381,Men,Young,Low
18382,Women,Middle,High
18383,Men,Older,Low
18384,Men,Young,Mid
18385,Men,Young,Mid
18386,Men,Older,Low
18387,Men,Middle,High
18388,Men,Young,Low
18389,Men,Older,Mid
18390,Men,Young,Low
18391,Men,Older,Mid
18392,Men,Older,High
18393,Men,Young,Low
18394,Women,Middle,Low
18395,Men,Young,Low
18396,Men,Young,Mid
18397,Women,Middle,Mid
18398,Men,Young,Mid
18399,Men,Older,Low
18400,Men,Young,Low
18401,Men,Young,Low
18402,Men,Older,High
18403,Men,Older,Low
18404,Women,Middle,Low
18405,Men,Older,High
18406,Men,Middle,Low
18407,Men,Middle,Low
18408,Men,Older,Low
18409,Women,Middle,High
18410,Men,Older,Low
18411,Men,Young,High
18412,Men,Young,Low
18413,Men,Older,Mid
18414,Men,Older,Mid
18415,Men,Older,High
18416,Women,Middle,Mid
18417,Women,Middle,Mid
18418,Men,Young,Low
18419,Men,Older,Mid
18420,Men,Young,Mid
18421,Men,Older,Low
18422,Men,Older,High
18423,Men,Older,High
18424,Men,Middle,Low
18425,Men,Older,Mid
18426,Men,Young,Mid
18427,Men,Middle,Mid
18428,Men,Young,Mid
18429,Men,Older,Mid
18430,Men,Young,Low
18431,Men,Older,High
18432,Men,Older,Mid
18433,Men,Young,Mid
18434,Men,Older,High
18435,Men,Older,Low
18436,Women,Middle,Low
18437,Women,Middle,Low
18438,Women,Middle,Mid
18439,Men,Older,Mid
18440,Men,Older,Low
18441,Men,Young,Low
18442,Men,Young,Mid
18443,Men,Older,Mid
18444,Men,Middle,High
18445,Men,Older,Low
18446,Men,Middle,Low
18447,Women,Middle,High
18448,Men,Older,Low
18449,Women,Middle,High
18450,Men,Older,Low
18451,Women,Middle,Low
18452,Men,Older,High
18453,Men,Young,Low
18454,Men,Older,High
18455,Men,Middle,Mid
18456,Men,Young,Low
18457,Men,Older,Mid
18458,Men,Young,High
18459,Women,Middle,High
18460,Men,Young,Low
18461,Men,Young,Low
18462,Men,Middle,Mid
18463,Men,Older,Low
18464,Men,Middle,Mid
18465,Men,Young,Low
18466,Women,Middle,Mid
18467,Women,Middle,Mid
18468,Men,Older,Low
18469,Men,Older,Low
18470,Women,Middle,Mid
18471,Women,Middle,Low
18472,Women,Middle,Low
18473,Men,Middle,Mid
18474,Men,Young,Mid
18475,Men,Older,High
18476,Men,Young,Low
18477,Men,Middle,Mid
18478,Women,Middle,High
18479,Men,Young,Mid
18480,Men,Older,Low
18481,Men,Middle,High
18482,Men,Young,Low
18483,Men,Older,High
18484,Women,Middle,Mid
18485,Women,Middle,Low
18486,Men,Young,Low
18487,Men,Older,High
18488,Men,Young,Low
18489,Men,Young,Mid
18490,Men,Young,Low
18491,Men,Middle,Mid
18492,Men,Older,Mid
18493,Men,Middle,Low
18494,Men,Older,Low
18495,Women,Middle,Low
18496,Men,Older,Mid
18497,Men,Older,Mid
18498,Men,Older,High
18499,Men,Young,Low
18500,Men,Older,High
18501,Men,Older,High
18502,Men,Young,Low
18503,Women,Middle,Mid
18504,Men,Older,High
18505,Men,Middle,High
18506,Men,Older,Mid
18507,Men,Middle,High
18508,Men,Older,High
18509,Men,Middle,Low
18510,Women,Middle,Low
18511,Men,Young,Low
18512,Men,Young,Low
18513,Men,Young,Low
18514,Men,Older,Low
18515,Men,Older,Mid
18516,Men,Older,Low
18517,Women,Middle,Mid
18518,Men,Young,Low
18519,Men,Older,High
18520,Women,Middle,Low
18521,Men,Older,Mid
18522,Men,Older,Mid
18523,Men,Middle,Mid
18524,Men,Young,Low
18525,Men,Middle,Mid
18526,Men,Young,Low
18527,Men,Middle,Low
18528,Men,Young,Low
18529,Men,Middle,Low
18530,Men,Middle,High
18531,Men,Older,High
18532,Men,Older,High
18533,Men,Older,Low
18534,Men,Young,Mid
18535,Women,Middle,Low
18536,Men,Young,Low
18537,Men,Young,Mid
18538,Men,Middle,Low
18539,Men,Older,High
18540,Men,Middle,Low
18541,Men,Middle,Low
18542,Men,Middle,Low
18543,Men,Young,Low
18544,Men,Young,Mid
18545,Men,Older,Mid
18546,Women,Middle,High
18547,Men,Older,Mid
18548,Men,Young,Low
18549,Men,Older,Mid
18550,Men,Older,Mid
18551,Women,Middle,Low
18552,Men,Young,Low
18553,Men,Young,Low
18554,Men,Older,Mid
18555,Men,Middle,High
18556,Men,Young,Low
18557,Men,Middle,Low
18558,Men,Young,Low
18559,Men,Young,Low
18560,Men,Older,Low
18561,Men,Young,Low
18562,Men,Older,Low
18563,Men,Older,Low
18564,Men,Older,Low
18565,Men,Older,High
18566,Men,Older,Mid
18567,Men,Young,Mid
18568,Men,Young,High
18569,Men,Older,High
18570,Men,Young,Low
18571,Men,Young,Mid
18572,Men,Middle,Low
18573,Men,Young,Low
18574,Men,Young,Low
18575,Men,Young,Mid
18576,Men,Older,Low
18577,Men,Older,Mid
18578,Men,Older,High
18579,Women,Middle,Mid
18580,Men,Older,Mid
18581,Women,Middle,Low
18582,Men,Older,Mid
18583,Men,Young,Low
18584,Men,Older,Low
18585,Men,Young,Low
18586,Women,Middle,High
18587,Women,Middle,High
18588,Men,Young,Mid
18589,Men,Middle,Mid
18590,Men,Older,Mid
18591,Women,Middle,Mid
18592,Men,Older,Low
18593,Men,Young,Mid
18594,Men,Young,Mid
18595,Men,Older,Low
18596,Women,Middle,Mid
18597,Women,Middle,Low
18598,Men,Young,Mid
18599,Men,Middle,Mid
18600,Men,Young,Low
18601,Men,Young,Low
18602,Men,Middle,Low
18603,Women,Middle,High
18604,Men,Older,Mid
18605,Men,Young,Low
18606,Men,Middle,Mid
18607,Women,Middle,Low
18608,Men,Middle,High
18609,Men,Middle,Low
18610,Men,Middle,Mid
18611,Men,Middle,Mid
18612,Men,Older,Mid
18613,Men,Young,Mid
18614,Women,Middle,Mid
18615,Men,Older,High
18616,Men,Older,Mid
18617,Men,Young,Low
18618,Men,Older,Low
18619,Men,Young,Mid
18620,Men,Older,Mid
18621,Men,Young,Mid
18622,Men,Middle,Low
18623,Women,Middle,Low
18624,Men,Middle,High
18625,Men,Older,Mid
18626,Men,Older,Low
18627,Men,Older,Low
18628,Women,Middle,Mid
18629,Women,Middle,Low
18630,Men,Older,Mid
18631,Men,Older,Mid
18632,Men,Older,Mid
18633,Men,Young,Mid
18634,Men,Young,High
18635,Men,Young,Mid
18636,Men,Older,Low
18637,Men,Older,High
18638,Men,Middle,Mid
18639,Men,Young,Low
18640,Men,Older,Low
18641,Men,Older,Mid
18642,Men,Older,Mid
18643,Men,Young,Low
18644,Women,Middle,Low
18645,Men,Young,Low
18646,Women,Middle,High
18647,Men,Middle,Low
18648,Men,Older,Low
